text_id	text_group	text_source	annotation_result_group	annotation_id	annotation_type	annotation_to_name	annotation_from_name	annotation_start	annotation_end	annotation_text	annotation_label
8023b175be5d485e885f9485f38b0528	_	tax_districtcourts judgement https://indiankanoon.org/doc/1858364/	0	NXSNXE57	labels	text	label	47	57	Section 80	PROVISION
effa634b10f04c6f88be2b13c57e2c49	_	industrial&labour_punjab-haryana_high_court judgement https://indiankanoon.org/doc/1364051	0	24W8SRKA	labels	text	label	78	87	Nityanand	OTHER_PERSON
a5c4b7abdaf64be9bc5270a4aad570d5	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/455761	0	Y4DS982B	labels	text	label	6	16	Article 21	PROVISION
a5c4b7abdaf64be9bc5270a4aad570d5	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/455761	0	ELOOD4DK	labels	text	label	18	39	Constitution of India	STATUTE
4bd1524f801a44d386d293ebb6f86770	_	tax_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/1014711	0	OEHBRFK7	labels	text	label	4	17	Supreme Court	COURT
4bd1524f801a44d386d293ebb6f86770	_	tax_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/1014711	0	4QIUHD25	labels	text	label	34	65	Susamma Thomas, 1994 ACJ 1 (SC)	PRECEDENT
932da02ff33f4facb9ac79ea251ee9d9	_	industrial&labour_karnataka_high_court judgement https://indiankanoon.org/doc/1977916	0	2GHCH39G	labels	text	label	104	121	Mysore University	ORG
932da02ff33f4facb9ac79ea251ee9d9	_	industrial&labour_karnataka_high_court judgement https://indiankanoon.org/doc/1977916	0	K5V699UR	labels	text	label	179	196	Mysore University	ORG
bbbaa5495edd4041a5efc3664a539286	_	criminal_kerala_high_court judgement https://indiankanoon.org/doc/429485	0	1H0AO3L5	labels	text	label	54	70	Edad Post Office	ORG
bbbaa5495edd4041a5efc3664a539286	_	criminal_kerala_high_court judgement https://indiankanoon.org/doc/429485	0	PQBNMVNJ	labels	text	label	97	104	Vijayan	WITNESS
ca975beb58284e82a8556359b41809ff	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1118170	0	VQLURMMR	labels	text	label	50	58	Dasgupta	OTHER_PERSON
ca975beb58284e82a8556359b41809ff	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1118170	0	QV88K20N	labels	text	label	86	99	Supreme Court	COURT
5a52d7b5796b4359a5b8a9d069f23690	_	motorvehicles_punjab-haryana_high_court judgement https://indiankanoon.org/doc/77021761	0	9WR1ZM2K	labels	text	label	5	15	2015.07.04	DATE
5a52d7b5796b4359a5b8a9d069f23690	_	motorvehicles_punjab-haryana_high_court judgement https://indiankanoon.org/doc/77021761	0	HIIFOON2	labels	text	label	81	91	Chandigarh	GPE
1e3b86ab1d3942678bdda7e5e0d35e66	_	civil_calcutta_high_court judgement https://indiankanoon.org/doc/1862564	0	E2NFF97U	labels	text	label	4	17	Supreme Court	COURT
1e3b86ab1d3942678bdda7e5e0d35e66	_	civil_calcutta_high_court judgement https://indiankanoon.org/doc/1862564	0	8D1AB2IP	labels	text	label	58	71	P.N. Talukdar	OTHER_PERSON
1e3b86ab1d3942678bdda7e5e0d35e66	_	civil_calcutta_high_court judgement https://indiankanoon.org/doc/1862564	0	KOJBA7M9	labels	text	label	76	85	S.M. Basu	OTHER_PERSON
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	CTBIJ52P	labels	text	label	22	40	Vinubhai Keshavlal	OTHER_PERSON
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	925S8ZGM	labels	text	label	55	75	Bhikhabhai Nathabhai	OTHER_PERSON
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	HRHYVHCU	labels	text	label	95	116	Mahadevbhai Magribhai	OTHER_PERSON
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	56SF4GG8	labels	text	label	135	155	Sagrambhai Nagribhai	OTHER_PERSON
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	Q0Q2S9FT	labels	text	label	193	204	Section 326	PROVISION
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	EPB8BOBR	labels	text	label	278	289	Section 326	PROVISION
09dc490f1314467682af10751f68bb2b	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/435487	0	ZWN4XJWO	labels	text	label	300	311	Section 149	PROVISION
42299484a7c843a1af1100e0228a32e6	_	constitution_gujarat_high_court judgement https://indiankanoon.org/doc/62603394	0	56204N60	labels	text	label	3	52	United India Insurance Co. Ltd. v. Rajendra Singh	PRECEDENT
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	NWK3653Y	labels	text	label	135	164	Section 114, Illustration (f)	PROVISION
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	3TY10C9C	labels	text	label	172	190	Evidence Act, 1872	STATUTE
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	V7FXIZHG	labels	text	label	195	205	Section 27	PROVISION
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	ZDRMMC4Y	labels	text	label	213	238	General Clauses Act, 1897	STATUTE
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	XJWI2USU	labels	text	label	295	308	Supreme Court	COURT
dbadc954b43e4dd6b3d0fb1fc54ad8e7	_	financial_districtcourts judgement https://indiankanoon.org/doc/10354745/	0	CSKFJL9D	labels	text	label	312	352	C.C. Alavi Hazi Vs.Palapetty Mohd. & Anr	PRECEDENT
15c368eebc1f49e7b56ce51b83761193	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/709552	0	377MWP0R	labels	text	label	134	142	5-7-1990	DATE
15c368eebc1f49e7b56ce51b83761193	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/709552	0	Y0NLFQGT	labels	text	label	164	182	CMA No. 6727 of 93	CASE_NUMBER
15c368eebc1f49e7b56ce51b83761193	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/709552	0	FHA1X1IV	labels	text	label	214	245	Order 39 Rules 2A read with 151	PROVISION
15c368eebc1f49e7b56ce51b83761193	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/709552	0	A7HOUR7G	labels	text	label	246	249	CPC	STATUTE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	AR7VSJUG	labels	text	label	111	124	Krishna Kumar	OTHER_PERSON
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	ROH057ON	labels	text	label	133	140	Lakhaya	GPE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	SVDHOU0P	labels	text	label	142	150	Nayagaon	GPE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	X4J4RNN7	labels	text	label	152	159	Rejhadi	GPE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	2IAOJBNE	labels	text	label	164	173	Anandpura	GPE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	VVJGHBTL	labels	text	label	186	205	21st February, 1962	DATE
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	WB8K37I5	labels	text	label	238	249	Shankar Lal	OTHER_PERSON
610fc14b87aa4ca7bce0f59217b2cbfa	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/1142474	0	VM1MM3OA	labels	text	label	278	289	Shankar Lal	OTHER_PERSON
bcc072f82072449db35636793feb50b9	_	criminal_bombay_high_court judgement https://indiankanoon.org/doc/398744	0	JT8R73HB	labels	text	label	21	41	TADA Court at Mumbai	COURT
bcc072f82072449db35636793feb50b9	_	criminal_bombay_high_court judgement https://indiankanoon.org/doc/398744	0	HBS2OBW0	labels	text	label	46	50	TADA	STATUTE
32e5156e0e134618b95f4c9369041b1f	_	criminal_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/28165823	0	X2P72V5J	labels	text	label	13	87	State of Rajasthan v. Rajendra Singh, (2009) 11 SCC 106:(AIR 1998 SC 2554)	PRECEDENT
b0a0cea99f464385b1bd36fc68668640	_	tax_districtcourts judgement https://indiankanoon.org/doc/169073/	0	F8HE4FZ9	labels	text	label	43	82	H.R. Sugar Factory (P) Ltd. 187 ITR 363	PRECEDENT
a6c2011d61524538a06cc0ce9f01601c	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/939702	0	BXBZRL7J	labels	text	label	96	116	Sections 364 and 376	PROVISION
a6c2011d61524538a06cc0ce9f01601c	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/939702	0	9LMOYRYW	labels	text	label	117	123	I.P.C.	STATUTE
c60230135750418b9c4a23ac4e7707e9	_	motorvehicles_patna_high_court judgement https://indiankanoon.org/doc/124344618	0	81FDJ9CG	labels	text	label	141	152	Article 226	PROVISION
c60230135750418b9c4a23ac4e7707e9	_	motorvehicles_patna_high_court judgement https://indiankanoon.org/doc/124344618	0	J6QPXRP7	labels	text	label	160	181	Constitution of India	STATUTE
1e2452678b604fad8ac5d3be74159393	_	tax_districtcourts judgement https://indiankanoon.org/doc/990432/	0	RYNAGD96	labels	text	label	92	114	(1962) 45 ITR 210 (SC)	CASE_NUMBER
622e49a44e2141618400e52d61f34ae1	_	civil_calcutta_high_court judgement https://indiankanoon.org/doc/143128	0	QFIOUHYF	labels	text	label	44	59	Guidayal Berlia	OTHER_PERSON
65efbe6948dc42048333a29faa7f1fa8	_	civil_bombay_high_court judgement https://indiankanoon.org/doc/723619	0	H8C2VZB3	labels	text	label	107	117	section 56	PROVISION
65efbe6948dc42048333a29faa7f1fa8	_	civil_bombay_high_court judgement https://indiankanoon.org/doc/723619	0	U48XNN8Z	labels	text	label	121	140	Indian Contract Act	STATUTE
50e90e3b595f46078daeb29f3c011507	_	industrial&labour_patna_high_court judgement https://indiankanoon.org/doc/104053	0	6GVZ1SKK	labels	text	label	60	66	Basarh	GPE
17e8d176494e4015ae347529850d28ad	_	tax_andhra_high_court judgement https://indiankanoon.org/doc/1911637	0	07T13A6B	labels	text	label	0	25	Sub-section (1) of s. 195	PROVISION
98b57393145643caa713af9eee6cfc77	_	tax_kerala_high_court judgement https://indiankanoon.org/doc/1555074	0	25EX0NMT	labels	text	label	69	75	1.4.96	DATE
ea160a2d3609428885feb84be9faad0b	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/296625	0	E4XMUMXW	labels	text	label	52	76	Government of Tamil Nadu	ORG
ea160a2d3609428885feb84be9faad0b	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/296625	0	LOB66Y8E	labels	text	label	94	121	Writ Appeal No. 479 of 2005	CASE_NUMBER
ad0619e033c649bc8c13cff77a1fa544	_	industrial&labour_andhra_high_court judgement https://indiankanoon.org/doc/1685776	0	51KV5IJB	labels	text	label	28	41	Supreme Court	COURT
f5d451b1e99246808597a0cd382d2ca9	_	motorvehicles_gujarat_high_court judgement https://indiankanoon.org/doc/110330425	0	K3S8QPAV	labels	text	label	58	65	Gujarat	GPE
6ec494225a1b4a88980c5df723b0c94f	_	constitution_calcutta_high_court judgement https://indiankanoon.org/doc/1967582	0	SB7O0X0S	labels	text	label	49	59	Parliament	ORG
5c4d4f710dcb44ea81867edeb93243d4	_	tax_districtcourts judgement https://indiankanoon.org/doc/1640604/	0	15H8AVZE	labels	text	label	51	71	K. Viswanathan v. CC	PRECEDENT
5c4d4f710dcb44ea81867edeb93243d4	_	tax_districtcourts judgement https://indiankanoon.org/doc/1640604/	0	EIPOXB5V	labels	text	label	97	109	Ion Exchange	ORG
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	XBYLW76Y	labels	text	label	71	78	s 437 A	PROVISION
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	ZU586WAC	labels	text	label	79	86	Cr.P.C.	STATUTE
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	U7N7KNS1	labels	text	label	106	130	open (ASHOK KUMAR) Court	COURT
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	RVDDZY2J	labels	text	label	134	144	14.07.2014	DATE
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	T72WOVGM	labels	text	label	164	169	SAKET	GPE
a2e4d3f8ff474bd99e73a90d9177bac2	_	criminal_districtcourts judgement https://indiankanoon.org/doc/197027170/	0	NTK3ORSL	labels	text	label	171	180	NEW DELHI	GPE
9cf3190654544137afa1d97298888de7	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/968342	0	POOYC4BZ	labels	text	label	34	64	Writ Petition No. 1177 of 1974	CASE_NUMBER
44c70b8329254f5389a2983923680f85	_	tax_bombay_high_court judgement https://indiankanoon.org/doc/1359902	0	DAOCDHMC	labels	text	label	17	23	Dharap	OTHER_PERSON
44c70b8329254f5389a2983923680f85	_	tax_bombay_high_court judgement https://indiankanoon.org/doc/1359902	0	AW72UG7W	labels	text	label	171	195	item 4(c) of Schedule-II	PROVISION
44c70b8329254f5389a2983923680f85	_	tax_bombay_high_court judgement https://indiankanoon.org/doc/1359902	0	61K8J0HM	labels	text	label	203	218	MRTU & PULP Act	STATUTE
a40be2f7500c4dfa9efd53740ed45b90	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/23168407	0	LDCQTI1J	labels	text	label	62	72	Section 13	PROVISION
a40be2f7500c4dfa9efd53740ed45b90	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/23168407	0	51H84ISR	labels	text	label	81	84	HMA	ORG
a40be2f7500c4dfa9efd53740ed45b90	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/23168407	0	A99074RL	labels	text	label	89	92	CPC	STATUTE
a40be2f7500c4dfa9efd53740ed45b90	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/23168407	0	GVL3ZUF8	labels	text	label	127	140	Supreme Court	COURT
aefab446abe545d8ad3bd784fba5635a	_	tax_districtcourts judgement https://indiankanoon.org/doc/1253092/	0	I31767WU	labels	text	label	81	90	Salauddin	OTHER_PERSON
aefab446abe545d8ad3bd784fba5635a	_	tax_districtcourts judgement https://indiankanoon.org/doc/1253092/	0	FXYLRYLW	labels	text	label	133	141	2.3.1993	DATE
aefab446abe545d8ad3bd784fba5635a	_	tax_districtcourts judgement https://indiankanoon.org/doc/1253092/	0	SUTRR52P	labels	text	label	172	181	11.3.1993	DATE
a4f6711fbed7426fa226c36cccdfbfff	_	constitution_districtcourts judgement https://indiankanoon.org/doc/50442690/	0	QONO0TBP	labels	text	label	108	116	18.10.77	DATE
a4f6711fbed7426fa226c36cccdfbfff	_	constitution_districtcourts judgement https://indiankanoon.org/doc/50442690/	0	0GH4QOMH	labels	text	label	127	147	Delhi Administration	ORG
a4f6711fbed7426fa226c36cccdfbfff	_	constitution_districtcourts judgement https://indiankanoon.org/doc/50442690/	0	EY11K4W8	labels	text	label	149	154	Delhi	GPE
6a6fe2dec1964689a065bdf6f18dab5a	_	industrial&labour_madras_high_court judgement https://indiankanoon.org/doc/1120139	0	XD5QN6OP	labels	text	label	27	51	Government of Tamil Nadu	ORG
6a6fe2dec1964689a065bdf6f18dab5a	_	industrial&labour_madras_high_court judgement https://indiankanoon.org/doc/1120139	0	9EYFYK2H	labels	text	label	79	89	25.07.2007	DATE
1a49261e94ff4340b379d1752ed32ea2	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/17790813	0	KZJ68EWT	labels	text	label	18	25	Sharjah	GPE
1a49261e94ff4340b379d1752ed32ea2	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/17790813	0	GYNML6DQ	labels	text	label	27	40	Amna Muzaffar	OTHER_PERSON
1a49261e94ff4340b379d1752ed32ea2	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/17790813	0	77KJWCXI	labels	text	label	146	157	Mohd. Waqar	OTHER_PERSON
1a49261e94ff4340b379d1752ed32ea2	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/17790813	0	FO7A9DG0	labels	text	label	212	225	Amna Muzaffar	OTHER_PERSON
e59eb7606ad1465b986176bdd0131665	_	tax_supremecourts judgement https://indiankanoon.org/doc/512761/	0	F55YNETM	labels	text	label	3	68	D.A.V. College v. State of Punjab and Ors. [1971 (Supp.) SCR 688]	PRECEDENT
969a511050384cc38fa0497309d079a4	_	tax_districtcourts judgement https://indiankanoon.org/doc/1729656/	0	2J1YKXQ9	labels	text	label	117	124	Jodhpur	GPE
9e72c79089014cae909cf03c4cc785ea	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	I0QIMZN9	labels	text	label	43	52	Clause 13	PROVISION
9e72c79089014cae909cf03c4cc785ea	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	ZR5BS14W	labels	text	label	88	106	Articles 14 and 16	PROVISION
9e72c79089014cae909cf03c4cc785ea	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	MCJPDF4N	labels	text	label	114	135	Constitution of India	STATUTE
9e72c79089014cae909cf03c4cc785ea	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	DFN2O0MZ	labels	text	label	194	204	Article 14	PROVISION
9e72c79089014cae909cf03c4cc785ea	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	YQ33DMAJ	labels	text	label	350	355	India	GPE
f6f354a84fe54c5c9d0f5b9d41d94d1e	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/1794559	0	UQZT5BW5	labels	text	label	4	39	Alien Berry & Co. v. Union of India	PRECEDENT
1197fb185fc34bc39f6c1a75a698f093	_	tax_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/1087176	0	R1MSCLGL	labels	text	label	52	73	(b) clause of proviso	PROVISION
75db5c32bb734756a95b526c8418ff8a	_	financial_districtcourts judgement https://indiankanoon.org/doc/187868344/	0	QCQH67MV	labels	text	label	61	107	CC no. 126/14 Bhoopindra kumar Vs. Meenu Verma	PRECEDENT
75db5c32bb734756a95b526c8418ff8a	_	financial_districtcourts judgement https://indiankanoon.org/doc/187868344/	0	8T5605MX	labels	text	label	219	224	s 138	PROVISION
75db5c32bb734756a95b526c8418ff8a	_	financial_districtcourts judgement https://indiankanoon.org/doc/187868344/	0	EQ6H68HI	labels	text	label	225	231	NI Act	STATUTE
a1c38a117071475287f3ed9f7d5ed923	_	constitution_calcutta_high_court judgement https://indiankanoon.org/doc/136487026	0	11CEKTWF	labels	text	label	22	35	Supreme Court	COURT
4afb5b4db7544878ab59deb142c2df3a	_	constitution_madras_high_court judgement https://indiankanoon.org/doc/447972	0	J8KK1U75	labels	text	label	29	75	D.S.NAKARA Vs. UNION OF INDIA (1983 1 SCC 305)	PRECEDENT
4afb5b4db7544878ab59deb142c2df3a	_	constitution_madras_high_court judgement https://indiankanoon.org/doc/447972	0	5CBUMDSM	labels	text	label	81	91	Apex Court	COURT
496b38de1b4f4ff5973853c91df7f19a	_	motorvehicles_supremecourts judgement https://indiankanoon.org/doc/52449/	0	JKFDIMQ0	labels	text	label	107	123	British Columbia	GPE
496b38de1b4f4ff5973853c91df7f19a	_	motorvehicles_supremecourts judgement https://indiankanoon.org/doc/52449/	0	BIP96ISO	labels	text	label	128	165	Esquimalt and Nanaimo Railway Company	ORG
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	SRZTOI8L	labels	text	label	0	9	Amarsingh	PETITIONER
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	8VBJUBF8	labels	text	label	11	21	Bhanwarial	PETITIONER
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	4DP99H34	labels	text	label	23	38	Narpat Singh II	OTHER_PERSON
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	1OAVH159	labels	text	label	40	61	Jagdish Prasad Sharma	PETITIONER
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	7KZJTE6S	labels	text	label	63	79	Mohd. Ahmed Khan	PETITIONER
d0e469fd395848128e050bf4c3a12d34	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	P5M0IVEW	labels	text	label	217	226	Clause 13	PROVISION
a92ae2c20fee4e46959056dd5c2b069c	_	tax_delhi_high_court judgement https://indiankanoon.org/doc/160136566	0	L256VSAL	labels	text	label	146	156	01.04.2010	DATE
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	A03DZX55	labels	text	label	19	38	A. SHANKAR NARAYANA	JUDGE
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	BDXYFIXD	labels	text	label	50	72	MACMA No. 1808 of 2005	CASE_NUMBER
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	ZIWCQMO6	labels	text	label	76	86	30-03-2015	DATE
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	F5XE589D	labels	text	label	92	118	National Insurance Company	PETITIONER
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	YQ7TDOTK	labels	text	label	148	156	Chittoor	GPE
9843b5b0176b4444b816204906d3cecf	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/7351000	0	GG8Z5N2L	labels	text	label	158	175	Chittoor District	GPE
c1f1b52d5e06489c8e03db6de9f70ae5	_	criminal_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/104222301	0	O4816GS9	labels	text	label	36	51	1st April, 2003	DATE
